Date,Open,High,Low,Close,Adj Close,Volume
2014-07-07,138.757004,138.807007,138.429993,138.751007,138.751007,0
2014-07-08,138.520004,138.550003,138.110001,138.529999,138.529999,0
2014-07-09,138.139999,138.750000,138.139999,138.139999,138.139999,0
2014-07-10,138.531998,138.580994,137.470001,138.526993,138.526993,0
2014-07-11,137.789993,138.016006,137.662994,137.800995,137.800995,0
2014-07-14,137.860001,138.438995,137.811005,137.869995,137.869995,0
2014-07-15,138.311996,138.419998,137.899994,138.287994,138.287994,0
2014-07-16,137.994995,138.076004,137.539993,137.970001,137.970001,0
2014-07-17,137.488007,137.539993,136.985001,137.487000,137.487000,0
2014-07-18,136.794998,137.279999,136.776001,136.835007,136.835007,0
2014-07-21,137.121002,137.130005,136.869995,137.119995,137.119995,0
2014-07-22,137.136993,137.330002,136.589996,137.149002,137.149002,0
2014-07-23,136.658005,136.750000,136.395996,136.649994,136.649994,0
2014-07-24,136.654999,137.175003,136.367004,136.649994,136.649994,0
2014-07-25,137.020004,137.240005,136.653000,137.009995,137.009995,0
2014-07-28,136.639999,136.910004,136.639999,136.630005,136.630005,0
2014-07-29,136.820007,137.095001,136.772003,136.830994,136.830994,0
2014-07-30,136.867996,137.662003,136.826996,136.882996,136.882996,0
2014-07-31,137.744003,137.835999,137.500000,137.750000,137.750000,0
2014-08-01,137.584000,137.972000,137.584000,137.593002,137.593002,0
2014-08-04,137.690002,137.889999,137.427994,137.710007,137.710007,0
2014-08-05,137.630005,137.716995,137.328995,137.619995,137.619995,0
2014-08-06,137.177002,137.177002,136.440002,137.175995,137.175995,0
2014-08-07,136.641998,137.110001,136.335999,136.634995,136.634995,0
2014-08-08,136.399994,136.710007,135.729004,136.419998,136.419998,0
2014-08-11,136.929993,136.929993,136.589996,136.932007,136.932007,0
2014-08-12,136.779007,136.856995,136.365997,136.796997,136.796997,0
2014-08-13,136.669998,137.162003,136.613007,136.688004,136.688004,0
2014-08-14,136.910995,137.231995,136.796005,136.889999,136.889999,0
2014-08-15,136.949005,137.574005,136.800003,136.949997,136.949997,0
2014-08-18,137.123001,137.251007,136.889999,137.123993,137.123993,0
2014-08-19,137.100006,137.119995,136.819000,137.100006,137.100006,0
2014-08-20,137.121994,137.371002,137.009003,137.123993,137.123993,0
2014-08-21,137.500000,137.917999,137.470001,137.503006,137.503006,0
2014-08-22,137.880005,137.988998,137.311996,137.893997,137.893997,0
2014-08-25,137.501007,137.651001,137.080002,137.514008,137.514008,0
2014-08-26,137.235992,137.378006,137.016998,137.210007,137.210007,0
2014-08-27,137.072006,137.281006,136.753998,137.070007,137.070007,0
2014-08-28,137.022003,137.184998,136.410004,137.014008,137.014008,0
2014-08-29,136.731995,137.173996,136.580002,136.712997,136.712997,0
2014-09-01,136.746002,137.031006,136.651001,136.746002,136.746002,0
2014-09-02,137.009995,137.972000,136.990997,137.007004,137.007004,0
2014-09-03,138.143005,138.259003,137.720001,138.173996,138.173996,0
2014-09-04,137.889999,137.994995,135.981995,137.889999,137.889999,0
2014-09-05,136.509995,136.509995,135.820007,136.546997,136.546997,0
2014-09-08,136.182007,136.787003,135.880997,136.231003,136.231003,0
2014-09-09,136.759995,137.289001,136.619003,136.830002,136.830002,0
2014-09-10,137.302994,138.145996,137.302994,137.335999,137.335999,0
2014-09-11,138.000000,138.490005,137.744003,137.992996,137.992996,0
2014-09-12,138.412994,138.990997,138.347000,138.404999,138.404999,0
2014-09-15,139.089996,139.095993,138.457001,139.087997,139.087997,0
2014-09-16,138.621994,138.791000,138.529999,138.630005,138.630005,0
2014-09-17,138.832001,139.440002,138.770004,138.809998,138.809998,0
2014-09-18,139.414001,140.410004,139.350006,139.427994,139.427994,0
2014-09-19,140.578003,141.210007,139.682007,140.554001,140.554001,0
2014-09-22,139.869995,140.179001,139.617996,139.904999,139.904999,0
2014-09-23,139.722000,140.181000,139.289993,139.740005,139.740005,0
2014-09-24,139.481003,139.757004,138.998001,139.470001,139.470001,0
2014-09-25,139.688004,139.688004,138.449997,139.671005,139.671005,0
2014-09-26,138.528000,139.054993,138.419998,138.542007,138.542007,0
2014-09-29,138.660004,139.123001,138.589996,138.641006,138.641006,0
2014-09-30,138.835999,138.897003,137.949997,138.820007,138.820007,0
2014-10-01,138.434006,138.779999,137.865997,138.468002,138.468002,0
2014-10-02,137.565994,137.699997,136.880005,137.610001,137.610001,0
2014-10-03,137.479996,137.880005,137.123993,137.509995,137.509995,0
2014-10-06,137.360992,137.373001,137.037003,137.393997,137.393997,0
2014-10-07,137.679993,137.740997,136.580994,137.673996,137.673996,0
2014-10-08,136.841003,137.492996,136.679993,136.876007,136.876007,0
2014-10-09,137.766998,137.828003,136.927994,137.787003,137.787003,0
2014-10-10,136.848999,137.065002,136.007996,136.813995,136.813995,0
2014-10-13,135.664001,136.292007,135.557999,135.669006,135.669006,0
2014-10-14,136.238998,136.550003,135.050995,136.190994,136.190994,0
2014-10-15,135.615005,136.039001,135.242996,135.617004,135.617004,0
2014-10-16,135.897003,136.199997,134.171005,135.882996,135.882996,0
2014-10-17,136.225998,136.701996,135.751999,136.246002,136.246002,0
2014-10-20,136.567993,136.998001,136.276001,136.604996,136.604996,0
2014-10-21,136.753006,136.755005,135.699997,136.772003,136.772003,0
2014-10-22,136.033997,136.199005,135.544006,136.067993,136.067993,0
2014-10-23,135.440002,136.895996,135.210007,135.453995,135.453995,0
2014-10-24,136.759995,137.050003,136.518005,136.817993,136.817993,0
2014-10-27,137.085007,137.242004,136.610001,137.151001,137.151001,0
2014-10-28,136.975998,137.653000,136.899994,136.970001,136.970001,0
2014-10-29,137.710007,137.981995,137.416000,137.710007,137.710007,0
2014-10-30,137.466003,137.710999,137.070007,137.472000,137.472000,0
2014-10-31,137.710007,140.671997,137.677994,137.705994,137.705994,0
2014-11-03,141.059998,142.529999,140.389999,141.076004,141.076004,0
2014-11-04,142.018997,142.473007,141.746994,141.994003,141.994003,0
2014-11-05,142.475006,143.438995,142.449997,142.442001,142.442001,0
2014-11-06,143.072006,144.156998,142.223999,143.057999,143.057999,0
2014-11-07,142.598007,142.964005,142.369995,142.570007,142.570007,0
2014-11-10,142.710007,142.757996,142.100006,142.710007,142.710007,0
2014-11-11,142.626007,143.988007,142.589996,142.628998,142.628998,0
2014-11-12,144.332001,144.403000,143.343994,144.369003,144.369003,0
2014-11-13,143.710999,144.550003,143.559998,143.639999,143.639999,0
2014-11-14,144.459000,145.378998,144.315994,144.470993,144.470993,0
2014-11-17,146.276993,146.276993,144.817001,146.317993,146.317993,0
2014-11-18,145.210007,146.658997,145.210007,145.199997,145.199997,0
2014-11-19,146.481003,147.740005,146.380005,146.466003,146.466003,0
2014-11-20,148.128998,149.130005,147.925003,148.169998,148.169998,0
2014-11-21,148.292999,148.292999,145.792007,148.311996,148.311996,0
2014-11-24,145.686005,147.300995,145.589996,145.669006,145.669006,0
2014-11-25,147.235992,147.235992,146.294998,147.289001,147.289001,0
2014-11-26,147.024994,147.261993,146.496002,147.022995,147.022995,0
2014-11-27,147.059998,147.164001,146.432999,147.080002,147.080002,0
2014-11-28,146.830002,147.945007,146.830002,146.809998,146.809998,0
2014-12-01,147.828995,148.110001,147.108994,147.824005,147.824005,0
2014-12-02,147.546005,148.156006,147.464005,147.520004,147.520004,0
2014-12-03,147.625000,147.899994,147.033997,147.651993,147.651993,0
2014-12-04,147.604996,148.936996,147.440002,147.606003,147.606003,0
2014-12-05,148.350006,149.505005,148.289993,148.389999,148.389999,0
2014-12-08,149.479996,149.518005,148.199005,149.440994,149.440994,0
2014-12-09,148.591003,148.856995,146.858002,148.559006,148.559006,0
2014-12-10,147.921005,148.240005,147.080002,147.841995,147.841995,0
2014-12-11,146.848007,147.886002,146.699997,146.841003,146.841003,0
2014-12-12,147.464005,148.147003,146.955002,147.481003,147.481003,0
2014-12-15,147.203995,148.132996,146.886002,147.270004,147.270004,0
2014-12-16,146.552002,146.699997,144.960007,146.488998,146.488998,0
2014-12-17,145.845993,146.449997,145.343002,145.884003,145.884003,0
2014-12-18,146.488998,146.559006,145.820007,146.552994,146.552994,0
2014-12-19,146.104996,146.714005,145.955002,146.160995,146.160995,0
2014-12-22,146.072998,147.110001,145.955994,146.134995,146.134995,0
2014-12-23,146.850006,147.106995,146.699997,146.852997,146.852997,0
2014-12-24,146.912994,147.123993,146.455994,146.929993,146.929993,0
2014-12-25,146.770004,147.199997,146.479996,146.759995,146.759995,0
2014-12-26,146.992996,146.992996,146.479996,146.919998,146.919998,0
2014-12-29,146.542999,147.210007,146.503998,146.533997,146.533997,0
2014-12-30,146.589996,146.727997,144.779999,146.617996,146.617996,0
2014-12-31,145.272995,145.567001,144.813995,145.287994,145.287994,0
2015-01-01,144.779999,144.929993,144.770004,144.779999,144.779999,0
2015-01-02,144.889999,145.287994,144.376999,144.929993,144.929993,0
2015-01-05,143.906006,144.141006,142.332001,143.860001,143.860001,0
2015-01-06,142.537994,142.656998,141.391006,142.557007,142.557007,0
2015-01-07,140.897995,141.647003,140.792999,140.912003,140.912003,0
2015-01-08,141.175995,141.703995,140.738998,141.156998,141.156998,0
2015-01-09,141.210007,141.347000,140.330002,141.244995,141.244995,0
2015-01-12,140.330002,140.865997,139.977005,140.326996,140.326996,0
2015-01-13,139.923004,140.477997,139.339996,139.979996,139.979996,0
2015-01-14,138.701004,138.854996,137.000000,138.727005,138.727005,0
2015-01-15,138.380005,138.781998,135.419998,138.332993,138.332993,0
2015-01-16,135.119995,135.932007,134.789001,135.136002,135.136002,0
2015-01-19,135.889008,136.807999,135.158997,135.949005,135.949005,0
2015-01-20,136.533005,137.623001,136.503006,136.490997,136.490997,0
2015-01-21,136.957001,137.098007,135.856995,136.990997,136.990997,0
2015-01-22,136.854004,137.281998,134.522995,136.850998,136.850998,0
2015-01-23,134.699997,134.830002,130.977997,134.705002,134.705002,0
2015-01-26,130.729996,133.529007,130.729996,130.630997,130.630997,0
2015-01-27,133.320007,134.029999,132.500000,133.330002,133.330002,0
2015-01-28,133.910995,134.320999,133.231003,133.871994,133.871994,0
2015-01-29,132.701996,134.041000,132.559998,132.692993,132.692993,0
2015-01-30,134.059998,134.059998,132.557007,134.039993,134.039993,0
2015-02-02,132.462006,133.582001,132.462006,132.503998,132.503998,0
2015-02-03,133.313004,134.690002,132.401001,133.335007,133.335007,0
2015-02-04,134.807007,135.332993,133.889999,134.778000,134.778000,0
2015-02-05,132.733994,134.483002,132.690994,132.740005,132.740005,0
2015-02-06,134.792007,135.158997,134.082001,134.820999,134.820999,0
2015-02-09,134.559998,134.981003,133.686005,134.598999,134.598999,0
2015-02-10,134.315994,135.270996,134.042007,134.296997,134.296997,0
2015-02-11,135.070007,136.078003,135.016998,135.106995,135.106995,0
2015-02-12,135.910004,136.326996,134.854996,135.919998,135.919998,0
2015-02-13,135.550003,136.000000,135.279999,135.606003,135.606003,0
2015-02-16,135.190002,135.535004,135.050995,135.139999,135.139999,0
2015-02-17,134.261002,135.899002,133.962006,134.285004,134.285004,0
2015-02-18,135.906998,136.054001,135.328003,135.953003,135.953003,0
2015-02-19,135.328995,135.878998,134.960007,135.287003,135.287003,0
2015-02-20,135.229004,135.317993,133.559998,135.248993,135.248993,0
2015-02-23,135.477997,135.604004,134.449997,135.509003,135.509003,0
2015-02-24,134.738998,135.475006,134.723007,134.748993,134.748993,0
2015-02-25,134.764008,135.201996,134.569000,134.809998,134.809998,0
2015-02-26,135.020004,135.352997,133.570007,135.028000,135.028000,0
2015-02-27,133.759003,134.167007,133.449997,133.729996,133.729996,0
2015-03-02,133.809998,134.572998,133.772995,133.727005,133.727005,0
2015-03-03,134.337997,134.369995,133.660004,134.339996,134.339996,0
2015-03-04,133.740997,133.779999,132.406998,133.770996,133.770996,0
2015-03-05,132.554001,133.585999,132.117996,132.550003,132.550003,0
2015-03-06,132.460007,132.500000,131.229004,132.419998,132.419998,0
2015-03-09,130.897995,131.692993,130.856003,130.931000,130.931000,0
2015-03-10,131.552002,131.854004,129.759995,131.522003,131.522003,0
2015-03-11,129.626007,129.938004,128.225006,129.600998,129.600998,0
2015-03-12,128.089005,128.987000,127.667999,128.061005,128.061005,0
2015-03-13,128.869003,128.990005,127.167000,128.889999,128.889999,0
2015-03-16,127.223000,128.600006,127.208000,127.180000,127.180000,0
2015-03-17,128.289993,129.128006,128.080002,128.309998,128.309998,0
2015-03-18,128.503006,128.815002,128.259995,128.546005,128.546005,0
2015-03-19,130.197998,130.727997,128.386993,130.257004,130.257004,0
2015-03-20,128.854004,130.473007,128.710007,128.820999,128.820999,0
2015-03-23,129.876999,130.927002,129.302994,129.889008,129.889008,0
2015-03-24,131.044006,131.500000,130.350998,131.082993,131.082993,0
2015-03-25,130.621002,131.380005,130.600998,130.613998,130.613998,0
2015-03-26,131.039993,131.044006,129.919998,131.009003,131.009003,0
2015-03-27,129.750000,129.852005,129.029999,129.727005,129.727005,0
2015-03-30,129.761002,130.162994,129.330002,129.787003,129.787003,0
2015-03-31,129.957993,130.233002,128.684006,129.957993,129.957993,0
2015-04-01,128.839005,129.397003,128.432999,128.863007,128.863007,0
2015-04-02,128.761993,130.371994,128.610001,128.776001,128.776001,0
2015-04-03,130.097000,130.955002,130.016006,130.110001,130.110001,0
2015-04-06,130.701004,131.276993,130.498993,130.701004,130.701004,0
2015-04-07,130.641006,131.009995,130.089996,130.626007,130.626007,0
2015-04-08,130.156006,130.320007,129.442993,130.171005,130.171005,0
2015-04-09,129.509003,129.755997,128.389008,129.511002,129.511002,0
2015-04-10,128.593994,128.759995,127.278000,128.576996,128.576996,0
2015-04-13,127.490997,127.802002,126.598000,127.517998,127.517998,0
2015-04-14,126.919998,127.581001,126.086998,126.919998,126.919998,0
2015-04-15,127.170998,127.440002,126.301003,127.170998,127.170998,0
2015-04-16,127.182999,128.078003,126.793999,127.202003,127.202003,0
2015-04-17,128.070999,128.690002,127.792999,128.074005,128.074005,0
2015-04-20,128.408005,128.654999,127.606003,128.419998,128.419998,0
2015-04-21,128.138000,128.666000,127.470001,128.115005,128.115005,0
2015-04-22,128.457993,128.932999,128.201004,128.498993,128.498993,0
2015-04-23,128.625000,129.475998,127.887001,128.632996,128.632996,0
2015-04-24,129.307007,130.104004,128.839005,129.309998,129.309998,0
2015-04-27,129.229996,129.860992,129.005005,129.223999,129.223999,0
2015-04-28,129.578003,130.604996,129.356003,129.559998,129.559998,0
2015-04-29,130.369995,132.834000,130.259003,130.309006,130.309006,0
2015-04-30,132.210999,134.220993,131.313995,132.199997,132.199997,0
2015-05-01,133.957001,135.220001,133.957001,133.957993,133.957993,0
2015-05-04,134.403000,134.667999,133.710007,134.376999,134.376999,0
2015-05-05,133.901001,134.460007,133.126007,133.889999,133.889999,0
2015-05-06,134.112000,135.647003,134.072998,134.130005,134.130005,0
2015-05-07,135.375000,135.949997,134.222000,135.410004,135.410004,0
2015-05-08,134.608002,135.199997,134.121002,134.610001,134.610001,0
2015-05-11,134.117996,134.190002,133.490997,134.089996,134.089996,0
2015-05-12,133.858994,135.268997,133.766006,133.876999,133.876999,0
2015-05-13,134.425995,135.479996,134.235001,134.460007,134.460007,0
2015-05-14,135.259003,136.404007,135.218002,135.240005,135.240005,0
2015-05-15,135.899994,136.557007,135.722000,135.901001,135.901001,0
2015-05-18,136.574005,136.927994,135.809998,136.563004,136.563004,0
2015-05-19,135.787003,135.819000,133.940002,135.787994,135.787994,0
2015-05-20,134.455994,134.750000,133.938995,134.468002,134.468002,0
2015-05-21,134.557999,135.315994,134.259995,134.544998,134.544998,0
2015-05-22,134.459000,135.307007,133.720993,134.479996,134.479996,0
2015-05-25,133.600006,133.802994,133.229996,133.610992,133.610992,0
2015-05-26,133.419998,134.453995,133.098999,133.389999,133.389999,0
2015-05-27,133.906998,134.888000,133.796997,133.869003,133.869003,0
2015-05-28,134.809998,135.837006,134.738998,134.848007,134.848007,0
2015-05-29,135.690002,136.320999,135.417999,135.709000,135.709000,0
2015-06-01,136.121002,136.136993,135.158005,136.072006,136.072006,0
2015-06-02,136.391006,138.613007,136.100006,136.330002,136.330002,0
2015-06-03,138.304001,140.039993,138.080002,138.278000,138.278000,0
2015-06-04,139.962997,141.029999,139.565994,139.923996,139.923996,0
2015-06-05,139.395004,140.673996,139.042999,139.401993,139.401993,0
2015-06-08,139.472000,140.528000,139.046005,139.518997,139.518997,0
2015-06-09,140.524994,140.977997,139.391006,140.509003,140.509003,0
2015-06-10,140.470001,140.651993,138.438995,140.438004,140.438004,0
2015-06-11,139.009995,139.492004,138.559998,138.960007,138.960007,0
2015-06-12,138.983002,139.179001,138.007996,138.934006,138.934006,0
2015-06-15,138.369995,139.070007,138.179001,138.309006,138.309006,0
2015-06-16,139.160004,139.983002,138.309998,139.147995,139.147995,0
2015-06-17,138.768005,139.841003,138.723007,138.740005,138.740005,0
2015-06-18,140.389999,140.389999,139.470001,140.432999,140.432999,0
2015-06-19,139.889008,139.949005,138.938995,139.856995,139.856995,0
2015-06-22,139.479996,140.578003,139.279999,139.509003,139.509003,0
2015-06-23,139.998993,139.998993,138.274002,139.983994,139.983994,0
2015-06-24,138.410004,139.160004,138.289993,138.391998,138.391998,0
2015-06-25,138.794998,138.830994,137.692993,138.770996,138.770996,0
2015-06-26,138.460999,138.649994,137.804001,138.460007,138.460007,0
2015-06-29,134.445999,137.169998,134.445999,134.556000,134.556000,0
2015-06-30,137.619003,137.619003,135.912994,137.576996,137.576996,0
2015-07-01,136.272995,137.339996,136.065994,136.259003,136.259003,0
2015-07-02,136.102005,136.873001,136.102005,136.108994,136.108994,0
2015-07-03,136.389008,136.835999,136.061005,136.406998,136.406998,0
2015-07-06,134.600998,135.970001,134.600998,134.567993,134.567993,0
2015-07-07,135.479996,135.660004,133.511993,135.460007,135.460007,0
2015-07-08,134.862000,134.862000,133.399994,134.839996,134.839996,0
2015-07-09,133.839996,135.000000,133.460007,133.772995,133.772995,0
2015-07-10,134.582001,137.250000,134.369995,134.595993,134.595993,0
2015-07-13,136.328995,137.761993,135.891998,136.311005,136.311005,0
2015-07-14,135.763000,136.255005,135.309998,135.809998,135.809998,0
2015-07-15,135.750000,136.339996,135.552002,135.740005,135.740005,0
2015-07-16,135.522003,135.570007,134.779999,135.539993,135.539993,0
2015-07-17,135.119995,135.270004,134.481995,135.115997,135.115997,0
2015-07-20,134.440002,135.041000,134.352997,134.449997,134.449997,0
2015-07-21,134.643005,135.529999,134.509995,134.643005,134.643005,0
2015-07-22,135.468994,135.619995,134.856003,135.449997,135.449997,0
2015-07-23,135.524994,136.419998,135.477997,135.528000,135.528000,0
2015-07-24,136.100006,136.263000,135.529999,136.093994,136.093994,0
2015-07-27,135.783997,137.057999,135.748993,135.778000,135.778000,0
2015-07-28,136.699997,136.968002,136.360001,136.669998,136.669998,0
2015-07-29,136.759995,136.841003,136.320007,136.722000,136.722000,0
2015-07-30,136.108002,136.464005,135.714005,136.123993,136.123993,0
2015-07-31,135.750000,137.289993,135.578003,135.731995,135.731995,0
2015-08-03,136.059998,136.410995,135.869995,136.059998,136.059998,0
2015-08-04,135.733994,136.151993,135.548996,135.764008,135.764008,0
2015-08-05,135.287003,135.893997,135.000000,135.285995,135.285995,0
2015-08-06,136.039993,136.460999,135.837997,136.005997,136.005997,0
2015-08-07,136.244995,136.557007,135.578995,136.255005,136.255005,0
2015-08-10,136.250000,136.910004,136.212997,136.250000,136.250000,0
2015-08-11,137.270004,138.365997,136.792007,137.266998,137.266998,0
2015-08-12,138.130997,138.847000,138.070999,138.080002,138.080002,0
2015-08-13,138.649994,138.841995,138.080002,138.632996,138.632996,0
2015-08-14,138.766998,138.847000,137.951996,138.768005,138.768005,0
2015-08-17,137.977005,138.362000,137.610001,137.934998,137.934998,0
2015-08-18,137.804993,137.891998,137.095001,137.835999,137.835999,0
2015-08-19,137.182007,137.570007,137.089996,137.179993,137.179993,0
2015-08-20,137.772995,138.630005,137.751007,137.759003,137.759003,0
2015-08-21,138.690002,138.820007,138.199997,138.675003,138.675003,0
2015-08-24,138.479996,138.923004,136.259003,138.462997,138.462997,0
2015-08-25,137.639999,138.580002,136.669998,137.673004,137.673004,0
2015-08-26,137.085999,137.582001,135.608002,136.923004,136.923004,0
2015-08-27,136.065002,136.324005,135.281006,136.108994,136.108994,0
2015-08-28,136.033997,136.589996,135.348007,136.087006,136.087006,0
2015-08-31,135.975998,136.304001,135.675003,135.988007,135.988007,0
2015-09-01,135.940002,136.212997,134.682007,135.927994,135.927994,0
2015-09-02,135.231003,135.759003,134.733002,135.201004,135.201004,0
2015-09-03,135.237000,135.345001,133.153000,135.179993,135.179993,0
2015-09-04,133.589996,133.589996,132.237000,133.559998,133.559998,0
2015-09-07,132.899994,133.339996,132.738998,132.880005,132.880005,0
2015-09-08,133.281006,134.320999,132.970001,133.270004,133.270004,0
2015-09-09,134.559998,135.173004,134.240005,134.580002,134.580002,0
2015-09-10,134.869003,136.020004,134.755005,134.931000,134.931000,0
2015-09-11,136.126007,136.830002,135.714005,136.104996,136.104996,0
2015-09-14,137.000000,137.000000,135.529999,136.996994,136.996994,0
2015-09-15,136.089996,136.403000,135.001007,136.098999,136.098999,0
2015-09-16,135.690002,136.315994,135.130005,135.740005,135.740005,0
2015-09-17,136.095001,137.069000,136.095001,136.100998,136.100998,0
2015-09-18,136.899994,137.067993,136.054001,136.858002,136.858002,0
2015-09-21,135.425003,136.117004,134.848999,135.490005,135.490005,0
2015-09-22,134.796997,134.906006,133.500000,134.832001,134.832001,0
2015-09-23,133.559998,134.673996,133.149994,133.520004,133.520004,0
2015-09-24,134.470001,134.742996,134.009995,134.479996,134.479996,0
2015-09-25,134.468994,135.335007,134.119995,134.401001,134.401001,0
2015-09-28,134.807007,134.873993,133.945999,134.820999,134.820999,0
2015-09-29,134.556000,134.940002,134.229996,134.576996,134.576996,0
2015-09-30,134.869995,135.097000,133.580002,134.906006,134.906006,0
2015-10-01,133.895004,134.220993,133.457993,133.863007,133.863007,0
2015-10-02,134.117996,134.699997,133.987000,134.089996,134.089996,0
2015-10-05,134.639999,135.699005,134.578003,134.647003,134.647003,0
2015-10-06,134.865005,135.524002,134.406998,134.850006,134.850006,0
2015-10-07,135.496002,135.619995,134.610992,135.470001,135.470001,0
2015-10-08,134.800003,135.453995,134.720001,134.764008,134.764008,0
2015-10-09,135.339996,136.858002,135.069000,135.322998,135.322998,0
2015-10-12,136.548996,136.932007,136.220001,136.619995,136.619995,0
2015-10-13,136.304001,136.591003,136.018005,136.289993,136.289993,0
2015-10-14,136.339996,136.610001,136.145004,136.289993,136.289993,0
2015-10-15,136.363007,136.720001,134.800003,136.350006,136.350006,0
2015-10-16,135.339996,135.869003,134.960007,135.330002,135.330002,0
2015-10-19,135.470001,135.759995,135.080002,135.490005,135.490005,0
2015-10-20,135.360001,136.209000,135.259995,135.360001,135.360001,0
2015-10-21,136.000000,136.378006,135.960007,135.990005,135.990005,0
2015-10-22,135.985992,136.050003,134.160995,135.979996,135.979996,0
2015-10-23,133.973007,134.229004,133.434006,133.919998,133.919998,0
2015-10-26,133.667007,133.735992,133.156006,133.658997,133.658997,0
2015-10-27,133.761002,133.761002,132.738007,133.776001,133.776001,0
2015-10-28,132.919998,133.483002,132.716003,132.919006,132.919006,0
2015-10-29,132.035004,133.016006,131.578003,132.050003,132.050003,0
2015-10-30,133.003006,133.365005,132.389999,133.009995,133.009995,0
2015-11-02,132.837006,133.182999,132.619003,132.830994,132.830994,0
2015-11-03,133.041000,133.110001,132.539001,133.042007,133.042007,0
2015-11-04,132.729996,132.882004,131.845001,132.727005,132.727005,0
2015-11-05,131.998001,132.692001,131.860992,132.007996,132.007996,0
2015-11-06,132.442993,132.707001,131.643997,132.429993,132.429993,0
2015-11-09,132.175995,133.173004,132.175995,132.229996,132.229996,0
